city,precinct,office,district,party,candidate,votes
Shaw-Topeka,Ward 6 Precinct 7,State Treasurer,,R,Ron Estes,57
Shaw-Topeka,Ward 6 Precinct 8,State Treasurer,,R,Ron Estes,87
Shaw-Topeka,Ward 6 Precinct 9,State Treasurer,,R,Ron Estes,340
Shaw-Topeka,Ward 7 Precinct 1,State Treasurer,,R,Ron Estes,141
Shaw-Topeka,Ward 7 Precinct 2,State Treasurer,,R,Ron Estes,108
Shaw-Topeka,Ward 7 Precinct 3,State Treasurer,,R,Ron Estes,115
Shaw-Topeka,Ward 7 Precinct 4,State Treasurer,,R,Ron Estes,149
Shaw-Topeka,Ward 7 Precinct 5,State Treasurer,,R,Ron Estes,128
Shaw-Topeka,Ward 7 Precinct 6,State Treasurer,,R,Ron Estes,115
Shaw-Topeka,Ward 7 Precinct 7,State Treasurer,,R,Ron Estes,87
Shaw-Topeka,Ward 7 Precinct 9,State Treasurer,,R,Ron Estes,115
Shaw-Topeka,Ward 7 Precinct 10,State Treasurer,,R,Ron Estes,92
Shaw-Topeka,Ward 7 Precinct 11,State Treasurer,,R,Ron Estes,169
Shaw-Topeka,Ward 8 Precinct 1,State Treasurer,,R,Ron Estes,68
Shaw-Topeka,Ward 8 Precinct 2,State Treasurer,,R,Ron Estes,96
Shaw-Topeka,Ward 8 Precinct 3,State Treasurer,,R,Ron Estes,123
Shaw-Topeka,Ward 8 Precinct 4,State Treasurer,,R,Ron Estes,146
Shaw-Topeka,Ward 8 Precinct 5,State Treasurer,,R,Ron Estes,198
Shaw-Topeka,Ward 8 Precinct 6,State Treasurer,,R,Ron Estes,164
Shaw-Topeka,Ward 8 Precinct 7,State Treasurer,,R,Ron Estes,91
Shaw-Topeka,Ward 8 Precinct 8,State Treasurer,,R,Ron Estes,111
Shaw-Topeka,Ward 8 Precinct 9,State Treasurer,,R,Ron Estes,185
Shaw-Topeka,Ward 8 Precinct 10,State Treasurer,,R,Ron Estes,168
Shaw-Topeka,Ward 8 Precinct 11,State Treasurer,,R,Ron Estes,189
Shaw-Topeka,Ward 9 Precinct 1,State Treasurer,,R,Ron Estes,30
Shaw-Topeka,Ward 9 Precinct 2,State Treasurer,,R,Ron Estes,101
Shaw-Topeka,Ward 9 Precinct 3,State Treasurer,,R,Ron Estes,219
Shaw-Topeka,Ward 9 Precinct 4,State Treasurer,,R,Ron Estes,168
Shaw-Topeka,Ward 9 Precinct 5,State Treasurer,,R,Ron Estes,131
Shaw-Topeka,Ward 9 Precinct 6,State Treasurer,,R,Ron Estes,170
Shaw-Topeka,Ward 9 Precinct 8,State Treasurer,,R,Ron Estes,190
Shaw-Topeka,Ward 9 Precinct 9,State Treasurer,,R,Ron Estes,165
Shaw-Topeka,Ward 9 Precinct 10,State Treasurer,,R,Ron Estes,280
Shaw-Topeka,Ward 9 Precinct 11,State Treasurer,,R,Ron Estes,172
Shaw-Topeka,Ward 9 Precinct 12,State Treasurer,,R,Ron Estes,63
Shaw-Topeka,Ward 10 Precinct 1,State Treasurer,,R,Ron Estes,155
Shaw-Topeka,Ward 10 Precinct 2,State Treasurer,,R,Ron Estes,230
Shaw-Topeka,Ward 10 Precinct 3,State Treasurer,,R,Ron Estes,296
Shaw-Topeka,Ward 10 Precinct 4,State Treasurer,,R,Ron Estes,154
Shaw-Topeka,Ward 10 Precinct 5,State Treasurer,,R,Ron Estes,134
Shaw-Topeka,Ward 10 Precinct 6,State Treasurer,,R,Ron Estes,156
Shaw-Topeka,Ward 10 Precinct 7,State Treasurer,,R,Ron Estes,162
Shaw-Topeka,Ward 10 Precinct 8,State Treasurer,,R,Ron Estes,127
Shaw-Topeka,Ward 10 Precinct 9,State Treasurer,,R,Ron Estes,98
Shaw-Topeka,Ward 10 Precinct 10,State Treasurer,,R,Ron Estes,156
Shaw-Topeka,Ward 10 Precinct 11,State Treasurer,,R,Ron Estes,228
Shaw-Topeka,Ward 10 Precinct 14,State Treasurer,,R,Ron Estes,174
Shaw-Topeka,Ward 11 Precinct 1,State Treasurer,,R,Ron Estes,119
Shaw-Topeka,Ward 11 Precinct 2,State Treasurer,,R,Ron Estes,153
Shaw-Topeka,Ward 11 Precinct 3,State Treasurer,,R,Ron Estes,111
Shaw-Topeka,Ward 11 Precinct 4,State Treasurer,,R,Ron Estes,235
Shaw-Topeka,Ward 11 Precinct 5,State Treasurer,,R,Ron Estes,155
Shaw-Topeka,Ward 11 Precinct 6,State Treasurer,,R,Ron Estes,151
Shaw-Topeka,Ward 11 Precinct 7,State Treasurer,,R,Ron Estes,147
Shaw-Topeka,Ward 11 Precinct 8,State Treasurer,,R,Ron Estes,161
Shaw-Topeka,Ward 11 Precinct 9,State Treasurer,,R,Ron Estes,150
Shaw-Topeka,Ward 11 Precinct 10,State Treasurer,,R,Ron Estes,90
Shaw-Topeka,Ward 12 Precinct 1,State Treasurer,,R,Ron Estes,124
Shaw-Topeka,Ward 12 Precinct 2,State Treasurer,,R,Ron Estes,91
Shaw-Topeka,Ward 12 Precinct 3,State Treasurer,,R,Ron Estes,214
Shaw-Topeka,Ward 12 Precinct 4,State Treasurer,,R,Ron Estes,267
Shaw-Topeka,Ward 12 Precinct 5,State Treasurer,,R,Ron Estes,258
Shaw-Topeka,Ward 12 Precinct 6,State Treasurer,,R,Ron Estes,222
Shaw-Topeka,Ward 12 Precinct 7,State Treasurer,,R,Ron Estes,216
Shaw-Topeka,Ward 12 Precinct 8,State Treasurer,,R,Ron Estes,218
Shaw-Topeka,Ward 12 Precinct 9,State Treasurer,,R,Ron Estes,343
Shaw-Topeka,Ward 12 Precinct 11,State Treasurer,,R,Ron Estes,382
Shaw-Topeka,Ward 12 Precinct 13,State Treasurer,,R,Ron Estes,294
Shaw-Topeka,Ward 12 Precinct 14,State Treasurer,,R,Ron Estes,199
Shaw-Topeka,Ward 12 Precinct 15,State Treasurer,,R,Ron Estes,350
Shaw-Topeka,Ward 12 Precinct 16,State Treasurer,,R,Ron Estes,345
Shaw-Topeka,Ward 12 Precinct 19,State Treasurer,,R,Ron Estes,50
Shaw-Topeka,Ward 12 Precinct 20,State Treasurer,,R,Ron Estes,266
Shaw-Topeka,Ward 12 Precinct 31,State Treasurer,,R,Ron Estes,183
Shaw-Topeka,Ward 13 Precinct 2,State Treasurer,,R,Ron Estes,51
Shaw-Topeka,Ward 13 Precinct 5,State Treasurer,,R,Ron Estes,7
Shaw-Topeka,Ward 13 Precinct 6,State Treasurer,,R,Ron Estes,82
Shaw-Topeka,Ward 13 Precinct 9,State Treasurer,,R,Ron Estes,73
Shaw-Topeka,Ward 13 Precinct 12,State Treasurer,,R,Ron Estes,355
Shaw-Topeka,Ward 13 Precinct 21,State Treasurer,,R,Ron Estes,40
Shaw-Topeka,Ward 13 Precinct 22,State Treasurer,,R,Ron Estes,37
Shaw-Topeka,Ward 13 Precinct 30,State Treasurer,,R,Ron Estes,68
Shaw-Topeka,Ward 14 Precinct 1,State Treasurer,,R,Ron Estes,318
Shaw-Topeka,Ward 14 Precinct 2,State Treasurer,,R,Ron Estes,276
Shaw-Topeka,Ward 14 Precinct 3,State Treasurer,,R,Ron Estes,203
Shaw-Topeka,Ward 14 Precinct 4,State Treasurer,,R,Ron Estes,423
Shaw-Topeka,Ward 14 Precinct 5,State Treasurer,,R,Ron Estes,271
Shaw-Topeka,Ward 15 Precinct 1,State Treasurer,,R,Ron Estes,220
Shaw-Topeka,Ward 15 Precinct 2,State Treasurer,,R,Ron Estes,158
Shaw-Topeka,Ward 15 Precinct 3,State Treasurer,,R,Ron Estes,16
Shaw-Topeka,Ward 1 Precinct 1,State Treasurer,,D,Carmen Alldritt,110
Shaw-Topeka,Ward 1 Precinct 2,State Treasurer,,D,Carmen Alldritt,127
Shaw-Topeka,Ward 1 Precinct 3,State Treasurer,,D,Carmen Alldritt,99
Shaw-Topeka,Ward 1 Precinct 4,State Treasurer,,D,Carmen Alldritt,129
Shaw-Topeka,Ward 1 Precinct 5,State Treasurer,,D,Carmen Alldritt,168
Shaw-Topeka,Ward 1 Precinct 6,State Treasurer,,D,Carmen Alldritt,176
Shaw-Topeka,Ward 2 Precinct 1,State Treasurer,,D,Carmen Alldritt,118
Shaw-Topeka,Ward 2 Precinct 2,State Treasurer,,D,Carmen Alldritt,126
Shaw-Topeka,Ward 2 Precinct 3,State Treasurer,,D,Carmen Alldritt,114
Shaw-Topeka,Ward 2 Precinct 4,State Treasurer,,D,Carmen Alldritt,108
Shaw-Topeka,Ward 2 Precinct 5,State Treasurer,,D,Carmen Alldritt,116
Shaw-Topeka,Ward 2 Precinct 6,State Treasurer,,D,Carmen Alldritt,93
Shaw-Topeka,Ward 2 Precinct 7,State Treasurer,,D,Carmen Alldritt,68
Shaw-Topeka,Ward 2 Precinct 8,State Treasurer,,D,Carmen Alldritt,86
Shaw-Topeka,Ward 2 Precinct 9,State Treasurer,,D,Carmen Alldritt,141
Shaw-Topeka,Ward 2 Precinct 10,State Treasurer,,D,Carmen Alldritt,203
Shaw-Topeka,Ward 2 Precinct 11,State Treasurer,,D,Carmen Alldritt,94
Shaw-Topeka,Ward 3 Precinct 1,State Treasurer,,D,Carmen Alldritt,117
Shaw-Topeka,Ward 3 Precinct 2,State Treasurer,,D,Carmen Alldritt,133
Shaw-Topeka,Ward 3 Precinct 3,State Treasurer,,D,Carmen Alldritt,97
Shaw-Topeka,Ward 3 Precinct 4,State Treasurer,,D,Carmen Alldritt,103
Shaw-Topeka,Ward 3 Precinct 5,State Treasurer,,D,Carmen Alldritt,75
Shaw-Topeka,Ward 3 Precinct 6,State Treasurer,,D,Carmen Alldritt,82
Shaw-Topeka,Ward 3 Precinct 7,State Treasurer,,D,Carmen Alldritt,101
Shaw-Topeka,Ward 3 Precinct 8,State Treasurer,,D,Carmen Alldritt,124
Shaw-Topeka,Ward 3 Precinct 9,State Treasurer,,D,Carmen Alldritt,115
Shaw-Topeka,Ward 3 Precinct 10,State Treasurer,,D,Carmen Alldritt,8
Shaw-Topeka,Ward 4 Precinct 1,State Treasurer,,D,Carmen Alldritt,123
Shaw-Topeka,Ward 4 Precinct 2,State Treasurer,,D,Carmen Alldritt,132
Shaw-Topeka,Ward 4 Precinct 3,State Treasurer,,D,Carmen Alldritt,94
Shaw-Topeka,Ward 4 Precinct 4,State Treasurer,,D,Carmen Alldritt,169
Shaw-Topeka,Ward 4 Precinct 6,State Treasurer,,D,Carmen Alldritt,148
Shaw-Topeka,Ward 4 Precinct 7,State Treasurer,,D,Carmen Alldritt,86
Shaw-Topeka,Ward 4 Precinct 8,State Treasurer,,D,Carmen Alldritt,110
Shaw-Topeka,Ward 4 Precinct 9,State Treasurer,,D,Carmen Alldritt,141
Shaw-Topeka,Ward 4 Precinct 10,State Treasurer,,D,Carmen Alldritt,165
Shaw-Topeka,Ward 4 Precinct 11,State Treasurer,,D,Carmen Alldritt,45
Shaw-Topeka,Ward 4 Precinct 12,State Treasurer,,D,Carmen Alldritt,12
Shaw-Topeka,Ward 4 Precinct 15,State Treasurer,,D,Carmen Alldritt,77
Shaw-Topeka,Ward 5 Precinct 1,State Treasurer,,D,Carmen Alldritt,109
Shaw-Topeka,Ward 5 Precinct 2,State Treasurer,,D,Carmen Alldritt,111
Shaw-Topeka,Ward 5 Precinct 3,State Treasurer,,D,Carmen Alldritt,105
Shaw-Topeka,Ward 5 Precinct 4,State Treasurer,,D,Carmen Alldritt,130
Shaw-Topeka,Ward 5 Precinct 5,State Treasurer,,D,Carmen Alldritt,131
Shaw-Topeka,Ward 5 Precinct 6,State Treasurer,,D,Carmen Alldritt,83
Shaw-Topeka,Ward 5 Precinct 7,State Treasurer,,D,Carmen Alldritt,152
Shaw-Topeka,Ward 5 Precinct 8,State Treasurer,,D,Carmen Alldritt,99
Shaw-Topeka,Ward 5 Precinct 9,State Treasurer,,D,Carmen Alldritt,160
Shaw-Topeka,Ward 5 Precinct 10,State Treasurer,,D,Carmen Alldritt,178
Shaw-Topeka,Ward 5 Precinct 11,State Treasurer,,D,Carmen Alldritt,151
Shaw-Topeka,Ward 5 Precinct 14,State Treasurer,,D,Carmen Alldritt,66
Shaw-Topeka,Ward 5 Precinct 15,State Treasurer,,D,Carmen Alldritt,17
Shaw-Topeka,Ward 5 Precinct 91,State Treasurer,,D,Carmen Alldritt,40
Shaw-Topeka,Ward 6 Precinct 1,State Treasurer,,D,Carmen Alldritt,112
Shaw-Topeka,Ward 6 Precinct 2,State Treasurer,,D,Carmen Alldritt,110
Shaw-Topeka,Ward 6 Precinct 3,State Treasurer,,D,Carmen Alldritt,122
Shaw-Topeka,Ward 6 Precinct 4,State Treasurer,,D,Carmen Alldritt,111
Shaw-Topeka,Ward 6 Precinct 5,State Treasurer,,D,Carmen Alldritt,150
Shaw-Topeka,Ward 6 Precinct 6,State Treasurer,,D,Carmen Alldritt,85
Shaw-Topeka,Ward 6 Precinct 7,State Treasurer,,D,Carmen Alldritt,63
Shaw-Topeka,Ward 6 Precinct 8,State Treasurer,,D,Carmen Alldritt,150
Shaw-Topeka,Ward 6 Precinct 9,State Treasurer,,D,Carmen Alldritt,246
Shaw-Topeka,Ward 7 Precinct 1,State Treasurer,,D,Carmen Alldritt,164
Shaw-Topeka,Ward 7 Precinct 2,State Treasurer,,D,Carmen Alldritt,136
Shaw-Topeka,Ward 7 Precinct 3,State Treasurer,,D,Carmen Alldritt,139
Shaw-Topeka,Ward 7 Precinct 4,State Treasurer,,D,Carmen Alldritt,145
Shaw-Topeka,Ward 7 Precinct 5,State Treasurer,,D,Carmen Alldritt,108
Shaw-Topeka,Ward 7 Precinct 6,State Treasurer,,D,Carmen Alldritt,89
Shaw-Topeka,Ward 7 Precinct 7,State Treasurer,,D,Carmen Alldritt,106
Shaw-Topeka,Ward 7 Precinct 9,State Treasurer,,D,Carmen Alldritt,96
Shaw-Topeka,Ward 7 Precinct 10,State Treasurer,,D,Carmen Alldritt,123
Shaw-Topeka,Ward 7 Precinct 11,State Treasurer,,D,Carmen Alldritt,177
Shaw-Topeka,Ward 8 Precinct 1,State Treasurer,,D,Carmen Alldritt,130
Shaw-Topeka,Ward 8 Precinct 2,State Treasurer,,D,Carmen Alldritt,142
Shaw-Topeka,Ward 8 Precinct 3,State Treasurer,,D,Carmen Alldritt,211
Shaw-Topeka,Ward 8 Precinct 4,State Treasurer,,D,Carmen Alldritt,165
Shaw-Topeka,Ward 8 Precinct 5,State Treasurer,,D,Carmen Alldritt,225
Shaw-Topeka,Ward 8 Precinct 6,State Treasurer,,D,Carmen Alldritt,94
Shaw-Topeka,Ward 8 Precinct 7,State Treasurer,,D,Carmen Alldritt,119
Shaw-Topeka,Ward 8 Precinct 8,State Treasurer,,D,Carmen Alldritt,133
Shaw-Topeka,Ward 8 Precinct 9,State Treasurer,,D,Carmen Alldritt,154
Shaw-Topeka,Ward 8 Precinct 10,State Treasurer,,D,Carmen Alldritt,104
Shaw-Topeka,Ward 8 Precinct 11,State Treasurer,,D,Carmen Alldritt,157
Shaw-Topeka,Ward 9 Precinct 1,State Treasurer,,D,Carmen Alldritt,29
Shaw-Topeka,Ward 9 Precinct 2,State Treasurer,,D,Carmen Alldritt,102
Shaw-Topeka,Ward 9 Precinct 3,State Treasurer,,D,Carmen Alldritt,188
Shaw-Topeka,Ward 9 Precinct 4,State Treasurer,,D,Carmen Alldritt,177
Shaw-Topeka,Ward 9 Precinct 5,State Treasurer,,D,Carmen Alldritt,126
Shaw-Topeka,Ward 9 Precinct 6,State Treasurer,,D,Carmen Alldritt,124
Shaw-Topeka,Ward 9 Precinct 8,State Treasurer,,D,Carmen Alldritt,170
Shaw-Topeka,Ward 9 Precinct 9,State Treasurer,,D,Carmen Alldritt,109
Shaw-Topeka,Ward 9 Precinct 10,State Treasurer,,D,Carmen Alldritt,224
Shaw-Topeka,Ward 9 Precinct 11,State Treasurer,,D,Carmen Alldritt,124
Shaw-Topeka,Ward 9 Precinct 12,State Treasurer,,D,Carmen Alldritt,74
Shaw-Topeka,Ward 10 Precinct 1,State Treasurer,,D,Carmen Alldritt,156
Shaw-Topeka,Ward 10 Precinct 2,State Treasurer,,D,Carmen Alldritt,113
Shaw-Topeka,Ward 10 Precinct 3,State Treasurer,,D,Carmen Alldritt,194
Shaw-Topeka,Ward 10 Precinct 4,State Treasurer,,D,Carmen Alldritt,137
Shaw-Topeka,Ward 10 Precinct 5,State Treasurer,,D,Carmen Alldritt,124
Shaw-Topeka,Ward 10 Precinct 6,State Treasurer,,D,Carmen Alldritt,110
Shaw-Topeka,Ward 10 Precinct 7,State Treasurer,,D,Carmen Alldritt,132
Shaw-Topeka,Ward 10 Precinct 8,State Treasurer,,D,Carmen Alldritt,122
Shaw-Topeka,Ward 10 Precinct 9,State Treasurer,,D,Carmen Alldritt,105
Shaw-Topeka,Ward 10 Precinct 10,State Treasurer,,D,Carmen Alldritt,126
Shaw-Topeka,Ward 10 Precinct 11,State Treasurer,,D,Carmen Alldritt,177
Shaw-Topeka,Ward 10 Precinct 14,State Treasurer,,D,Carmen Alldritt,118
Shaw-Topeka,Ward 11 Precinct 1,State Treasurer,,D,Carmen Alldritt,90
Shaw-Topeka,Ward 11 Precinct 2,State Treasurer,,D,Carmen Alldritt,140
Shaw-Topeka,Ward 11 Precinct 3,State Treasurer,,D,Carmen Alldritt,96
Shaw-Topeka,Ward 11 Precinct 4,State Treasurer,,D,Carmen Alldritt,169
Shaw-Topeka,Ward 11 Precinct 5,State Treasurer,,D,Carmen Alldritt,136
Shaw-Topeka,Ward 11 Precinct 6,State Treasurer,,D,Carmen Alldritt,121
Shaw-Topeka,Ward 11 Precinct 7,State Treasurer,,D,Carmen Alldritt,117
Shaw-Topeka,Ward 11 Precinct 8,State Treasurer,,D,Carmen Alldritt,102
Shaw-Topeka,Ward 11 Precinct 9,State Treasurer,,D,Carmen Alldritt,150
Shaw-Topeka,Ward 11 Precinct 10,State Treasurer,,D,Carmen Alldritt,105
Shaw-Topeka,Ward 12 Precinct 1,State Treasurer,,D,Carmen Alldritt,149
Shaw-Topeka,Ward 12 Precinct 2,State Treasurer,,D,Carmen Alldritt,108
Shaw-Topeka,Ward 12 Precinct 3,State Treasurer,,D,Carmen Alldritt,110
Shaw-Topeka,Ward 12 Precinct 4,State Treasurer,,D,Carmen Alldritt,153
Shaw-Topeka,Ward 12 Precinct 5,State Treasurer,,D,Carmen Alldritt,132
Shaw-Topeka,Ward 12 Precinct 6,State Treasurer,,D,Carmen Alldritt,197
Shaw-Topeka,Ward 12 Precinct 7,State Treasurer,,D,Carmen Alldritt,174
Shaw-Topeka,Ward 12 Precinct 8,State Treasurer,,D,Carmen Alldritt,168
Shaw-Topeka,Ward 12 Precinct 9,State Treasurer,,D,Carmen Alldritt,238
Shaw-Topeka,Ward 12 Precinct 11,State Treasurer,,D,Carmen Alldritt,219
Shaw-Topeka,Ward 12 Precinct 13,State Treasurer,,D,Carmen Alldritt,130
Shaw-Topeka,Ward 12 Precinct 14,State Treasurer,,D,Carmen Alldritt,119
Shaw-Topeka,Ward 12 Precinct 15,State Treasurer,,D,Carmen Alldritt,192
Shaw-Topeka,Ward 12 Precinct 16,State Treasurer,,D,Carmen Alldritt,234
Shaw-Topeka,Ward 12 Precinct 19,State Treasurer,,D,Carmen Alldritt,24
Shaw-Topeka,Ward 12 Precinct 20,State Treasurer,,D,Carmen Alldritt,154
Shaw-Topeka,Ward 12 Precinct 31,State Treasurer,,D,Carmen Alldritt,89
Shaw-Topeka,Ward 13 Precinct 2,State Treasurer,,D,Carmen Alldritt,55
Shaw-Topeka,Ward 13 Precinct 5,State Treasurer,,D,Carmen Alldritt,3
Shaw-Topeka,Ward 13 Precinct 6,State Treasurer,,D,Carmen Alldritt,27
Shaw-Topeka,Ward 13 Precinct 9,State Treasurer,,D,Carmen Alldritt,16
Shaw-Topeka,Ward 13 Precinct 12,State Treasurer,,D,Carmen Alldritt,161
Shaw-Topeka,Ward 13 Precinct 21,State Treasurer,,D,Carmen Alldritt,26
Shaw-Topeka,Ward 13 Precinct 22,State Treasurer,,D,Carmen Alldritt,25
Shaw-Topeka,Ward 13 Precinct 30,State Treasurer,,D,Carmen Alldritt,50
Shaw-Topeka,Ward 14 Precinct 1,State Treasurer,,D,Carmen Alldritt,216
Shaw-Topeka,Ward 14 Precinct 2,State Treasurer,,D,Carmen Alldritt,177
Shaw-Topeka,Ward 14 Precinct 3,State Treasurer,,D,Carmen Alldritt,93
Shaw-Topeka,Ward 14 Precinct 4,State Treasurer,,D,Carmen Alldritt,171
Shaw-Topeka,Ward 14 Precinct 5,State Treasurer,,D,Carmen Alldritt,76
Shaw-Topeka,Ward 15 Precinct 1,State Treasurer,,D,Carmen Alldritt,185
Shaw-Topeka,Ward 15 Precinct 2,State Treasurer,,D,Carmen Alldritt,146
Shaw-Topeka,Ward 15 Precinct 3,State Treasurer,,D,Carmen Alldritt,11
Shaw-Topeka,Ward 1 Precinct 1,Insurance Commissioner,,R,Ken Selzer,49
Shaw-Topeka,Ward 1 Precinct 2,Insurance Commissioner,,R,Ken Selzer,60
Shaw-Topeka,Ward 1 Precinct 3,Insurance Commissioner,,R,Ken Selzer,65
Shaw-Topeka,Ward 1 Precinct 4,Insurance Commissioner,,R,Ken Selzer,106
Shaw-Topeka,Ward 1 Precinct 5,Insurance Commissioner,,R,Ken Selzer,164
Shaw-Topeka,Ward 1 Precinct 6,Insurance Commissioner,,R,Ken Selzer,244
Shaw-Topeka,Ward 2 Precinct 1,Insurance Commissioner,,R,Ken Selzer,87
Shaw-Topeka,Ward 2 Precinct 2,Insurance Commissioner,,R,Ken Selzer,79
Shaw-Topeka,Ward 2 Precinct 3,Insurance Commissioner,,R,Ken Selzer,72
Shaw-Topeka,Ward 2 Precinct 4,Insurance Commissioner,,R,Ken Selzer,58
Shaw-Topeka,Ward 2 Precinct 5,Insurance Commissioner,,R,Ken Selzer,56
Shaw-Topeka,Ward 2 Precinct 6,Insurance Commissioner,,R,Ken Selzer,47
Shaw-Topeka,Ward 2 Precinct 7,Insurance Commissioner,,R,Ken Selzer,19
Shaw-Topeka,Ward 2 Precinct 8,Insurance Commissioner,,R,Ken Selzer,12
Shaw-Topeka,Ward 2 Precinct 9,Insurance Commissioner,,R,Ken Selzer,88
Shaw-Topeka,Ward 2 Precinct 10,Insurance Commissioner,,R,Ken Selzer,55
Shaw-Topeka,Ward 2 Precinct 11,Insurance Commissioner,,R,Ken Selzer,44
Shaw-Topeka,Ward 3 Precinct 1,Insurance Commissioner,,R,Ken Selzer,86
Shaw-Topeka,Ward 3 Precinct 2,Insurance Commissioner,,R,Ken Selzer,87
Shaw-Topeka,Ward 3 Precinct 3,Insurance Commissioner,,R,Ken Selzer,42
Shaw-Topeka,Ward 3 Precinct 4,Insurance Commissioner,,R,Ken Selzer,57
Shaw-Topeka,Ward 3 Precinct 5,Insurance Commissioner,,R,Ken Selzer,32
Shaw-Topeka,Ward 3 Precinct 6,Insurance Commissioner,,R,Ken Selzer,47
Shaw-Topeka,Ward 3 Precinct 7,Insurance Commissioner,,R,Ken Selzer,48
Shaw-Topeka,Ward 3 Precinct 8,Insurance Commissioner,,R,Ken Selzer,64
Shaw-Topeka,Ward 3 Precinct 9,Insurance Commissioner,,R,Ken Selzer,60
Shaw-Topeka,Ward 3 Precinct 10,Insurance Commissioner,,R,Ken Selzer,3
Shaw-Topeka,Ward 4 Precinct 1,Insurance Commissioner,,R,Ken Selzer,39
Shaw-Topeka,Ward 4 Precinct 2,Insurance Commissioner,,R,Ken Selzer,39
Shaw-Topeka,Ward 4 Precinct 3,Insurance Commissioner,,R,Ken Selzer,24
Shaw-Topeka,Ward 4 Precinct 4,Insurance Commissioner,,R,Ken Selzer,40
Shaw-Topeka,Ward 4 Precinct 6,Insurance Commissioner,,R,Ken Selzer,57
Shaw-Topeka,Ward 4 Precinct 7,Insurance Commissioner,,R,Ken Selzer,37
Shaw-Topeka,Ward 4 Precinct 8,Insurance Commissioner,,R,Ken Selzer,53
Shaw-Topeka,Ward 4 Precinct 9,Insurance Commissioner,,R,Ken Selzer,43
Shaw-Topeka,Ward 4 Precinct 10,Insurance Commissioner,,R,Ken Selzer,72
Shaw-Topeka,Ward 4 Precinct 11,Insurance Commissioner,,R,Ken Selzer,47
Shaw-Topeka,Ward 4 Precinct 12,Insurance Commissioner,,R,Ken Selzer,2
Shaw-Topeka,Ward 4 Precinct 15,Insurance Commissioner,,R,Ken Selzer,56
Shaw-Topeka,Ward 5 Precinct 1,Insurance Commissioner,,R,Ken Selzer,43
Shaw-Topeka,Ward 5 Precinct 2,Insurance Commissioner,,R,Ken Selzer,52
Shaw-Topeka,Ward 5 Precinct 3,Insurance Commissioner,,R,Ken Selzer,78
Shaw-Topeka,Ward 5 Precinct 4,Insurance Commissioner,,R,Ken Selzer,67
Shaw-Topeka,Ward 5 Precinct 5,Insurance Commissioner,,R,Ken Selzer,62
Shaw-Topeka,Ward 5 Precinct 6,Insurance Commissioner,,R,Ken Selzer,47
Shaw-Topeka,Ward 5 Precinct 7,Insurance Commissioner,,R,Ken Selzer,56
Shaw-Topeka,Ward 5 Precinct 8,Insurance Commissioner,,R,Ken Selzer,62
Shaw-Topeka,Ward 5 Precinct 9,Insurance Commissioner,,R,Ken Selzer,154
Shaw-Topeka,Ward 5 Precinct 10,Insurance Commissioner,,R,Ken Selzer,213
Shaw-Topeka,Ward 5 Precinct 11,Insurance Commissioner,,R,Ken Selzer,147
Shaw-Topeka,Ward 5 Precinct 14,Insurance Commissioner,,R,Ken Selzer,130
Shaw-Topeka,Ward 5 Precinct 15,Insurance Commissioner,,R,Ken Selzer,29
Shaw-Topeka,Ward 5 Precinct 91,Insurance Commissioner,,R,Ken Selzer,44
Shaw-Topeka,Ward 6 Precinct 1,Insurance Commissioner,,R,Ken Selzer,34
Shaw-Topeka,Ward 6 Precinct 2,Insurance Commissioner,,R,Ken Selzer,46
Shaw-Topeka,Ward 6 Precinct 3,Insurance Commissioner,,R,Ken Selzer,183
Shaw-Topeka,Ward 6 Precinct 4,Insurance Commissioner,,R,Ken Selzer,90
Shaw-Topeka,Ward 6 Precinct 5,Insurance Commissioner,,R,Ken Selzer,138
Shaw-Topeka,Ward 6 Precinct 6,Insurance Commissioner,,R,Ken Selzer,57
Shaw-Topeka,Ward 6 Precinct 7,Insurance Commissioner,,R,Ken Selzer,50
Shaw-Topeka,Ward 6 Precinct 8,Insurance Commissioner,,R,Ken Selzer,73
Shaw-Topeka,Ward 6 Precinct 9,Insurance Commissioner,,R,Ken Selzer,297
Shaw-Topeka,Ward 7 Precinct 1,Insurance Commissioner,,R,Ken Selzer,120
Shaw-Topeka,Ward 7 Precinct 2,Insurance Commissioner,,R,Ken Selzer,88
Shaw-Topeka,Ward 7 Precinct 3,Insurance Commissioner,,R,Ken Selzer,104
Shaw-Topeka,Ward 7 Precinct 4,Insurance Commissioner,,R,Ken Selzer,136
Shaw-Topeka,Ward 7 Precinct 5,Insurance Commissioner,,R,Ken Selzer,116
Shaw-Topeka,Ward 7 Precinct 6,Insurance Commissioner,,R,Ken Selzer,102
Shaw-Topeka,Ward 7 Precinct 7,Insurance Commissioner,,R,Ken Selzer,76
Shaw-Topeka,Ward 7 Precinct 9,Insurance Commissioner,,R,Ken Selzer,95
Shaw-Topeka,Ward 7 Precinct 10,Insurance Commissioner,,R,Ken Selzer,80
Shaw-Topeka,Ward 7 Precinct 11,Insurance Commissioner,,R,Ken Selzer,148
Shaw-Topeka,Ward 8 Precinct 1,Insurance Commissioner,,R,Ken Selzer,60
Shaw-Topeka,Ward 8 Precinct 2,Insurance Commissioner,,R,Ken Selzer,79
Shaw-Topeka,Ward 8 Precinct 3,Insurance Commissioner,,R,Ken Selzer,111
Shaw-Topeka,Ward 8 Precinct 4,Insurance Commissioner,,R,Ken Selzer,124
